smiles_raw,smiles,valid_rdkit,in_training_set
Cc1cncc(C(=O)NC2CC3(C2)CC(Nc2ncccn2)C3)c1,Cc1cncc(C(=O)NC2CC3(C2)CC(Nc2ncccn2)C3)c1,True,False
COCCc1noc(CN2CCC(C(=O)N(C)C)(c3ccccc3)C2)n1,COCCc1noc(CN2CCC(C(=O)N(C)C)(c3ccccc3)C2)n1,True,False
COc1ccc(F)c(CN2CCC3(CC2)CC3C(=O)NC2(C#N)CCCCC2)c1,COc1ccc(F)c(CN2CCC3(CC2)CC3C(=O)NC2(C#N)CCCCC2)c1,True,False
CCN(CC)C(=O)c1ccc(Nc2cncc(COC)c2)cc1,CCN(CC)C(=O)c1ccc(Nc2cncc(COC)c2)cc1,True,False
CCC1c2ccccc2CN1C(=O)Nc1ccnn1C1CN(C(=O)OC(C)(C)C)C1,CCC1c2ccccc2CN1C(=O)Nc1ccnn1C1CN(C(=O)OC(C)(C)C)C1,True,False
Cc1nc2c(ncnc2Nc2ccc(F)c(F)c2F)[nH]1,Cc1nc2c(Nc3ccc(F)c(F)c3F)ncnc2[nH]1,True,False
CCC(CCO)NC(=O)c1cccc(Oc2cnccn2)c1,CCC(CCO)NC(=O)c1cccc(Oc2cnccn2)c1,True,False
COc1cc(OC)c(NC(=S)NCCc2ccc3c(c2)OCCCO3)cc1F,COc1cc(OC)c(NC(=S)NCCc2ccc3c(c2)OCCCO3)cc1F,True,False
COc1cc(Nc2nc3cccc(C(F)(F)F)n3c2C#N)cc2ncnc(NC3CC(N4CCNC(c5ccccc5)C4)C3)c12,COc1cc(Nc2nc3cccc(C(F)(F)F)n3c2C#N)cc2ncnc(NC3CC(N4CCNC(c5ccccc5)C4)C3)c12,True,False
Cc1cnc(O)c(CNc2cc(-c3nc(C4CC4)no3)ccn2)c1,Cc1cnc(O)c(CNc2cc(-c3nc(C4CC4)no3)ccn2)c1,True,False
CCC(=O)N1CC2(CCN(C(=O)C3Oc4ccc(OC)cc4C3)CC2)CC1C1C(=O)N(c2ccccc2F)C1=O,CCC(=O)N1CC2(CCN(C(=O)C3Cc4cc(OC)ccc4O3)CC2)CC1C1C(=O)N(c2ccccc2F)C1=O,True,False
CC(NC(=O)N1CCC(C(F)(F)F)CC1)c1ccc(Oc2cccnc2)cc1,CC(NC(=O)N1CCC(C(F)(F)F)CC1)c1ccc(Oc2cccnc2)cc1,True,False
COc1c(Nc2ncc(F)c3cc[nH]c32)cccc1[N+](=O)[O-],COc1c(Nc2ncc(F)c3cc[nH]c23)cccc1[N+](=O)[O-],True,False
CC1(CNc2cc(C#N)c3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)OCCO1,CC1(CNc2cc(C#N)c3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)OCCO1,True,False
Cc1ccc(OCc2nnc(N3CCOC(C(F)(F)F)C3)n2CCSC(F)(F)F)cc1,Cc1ccc(OCc2nnc(N3CCOC(C(F)(F)F)C3)n2CCSC(F)(F)F)cc1,True,False
N#Cc1ccc(N2CCN(C(=O)c3cnc(Br)c(Br)c3)CC2)cn1,N#Cc1ccc(N2CCN(C(=O)c3cnc(Br)c(Br)c3)CC2)cn1,True,False
CCOc1cc(CN2CCOc3ccccc3C2=O)cc(Br)c1OCC,CCOc1cc(CN2CCOc3ccccc3C2=O)cc(Br)c1OCC,True,False
CN(Cc1nc2ccccc2s1)C1(CO)CCC1,CN(Cc1nc2ccccc2s1)C1(CO)CCC1,True,False
CC(NC(=O)c1scnc1Br)c1nnnn1-c1ccccc1,CC(NC(=O)c1scnc1Br)c1nnnn1-c1ccccc1,True,False
CC(Oc1ccc(O)c(C#N)c1O)c1c(OCc2ccccc2)ccc2cccnc12,CC(Oc1ccc(O)c(C#N)c1O)c1c(OCc2ccccc2)ccc2cccnc12,True,False
CC(C(=O)NC1CN(C(=O)C2CN(C(C)C)CCO2)C1)C1CC1,CC(C(=O)NC1CN(C(=O)C2CN(C(C)C)CCO2)C1)C1CC1,True,False
COc1ccc(OCc2nnc(N3CCC(C)C(C)C3)n2Cc2c(C)csc2C)cc1,COc1ccc(OCc2nnc(N3CCC(C)C(C)C3)n2Cc2c(C)csc2C)cc1,True,False
Cc1cnc(CN2CC(N(C)C(=O)c3cc(C(F)(F)F)n[nH]3)C2)cn1,Cc1cnc(CN2CC(N(C)C(=O)c3cc(C(F)(F)F)n[nH]3)C2)cn1,True,False
COc1ccc(C2=NN(CC(C)C)C(=O)CC2)c(Nc2nc[nH]c3ncnc2-3)c1,COc1ccc(C2=NN(CC(C)C)C(=O)CC2)c(Nc2nc[nH]c3ncnc2-3)c1,True,False
COc1ncc(-c2cncc(Nc3ccc(OC(F)F)c(OCCOC4CCOCC4)c3)n2)cc1C,COc1ncc(-c2cncc(Nc3ccc(OC(F)F)c(OCCOC4CCOCC4)c3)n2)cc1C,True,False
COc1cc(CN2CC(C)C2c2ccccc2)ccc1C#N,COc1cc(CN2CC(C)C2c2ccccc2)ccc1C#N,True,False
Cn1nc(CNc2cc(C3CC3)ccn2)cc1Cl,Cn1nc(CNc2cc(C3CC3)ccn2)cc1Cl,True,False
COc1ccccc1C1CN(Cc2nc(C(F)F)no2)CCO1,COc1ccccc1C1CN(Cc2nc(C(F)F)no2)CCO1,True,False
O=C(NCc1cc(-c2ccccc2)no1)c1cnc(Br)c(OC(Cl)(Cl)Cl)c1,O=C(NCc1cc(-c2ccccc2)no1)c1cnc(Br)c(OC(Cl)(Cl)Cl)c1,True,False
C=CCN(c1nnc(C(C)O)n1Cc1cc(C)on1)C1CC(C)C1,C=CCN(c1nnc(C(C)O)n1Cc1cc(C)on1)C1CC(C)C1,True,False
COC1CN(C(=O)c2ccnc(-c3nc4ccccc4s3)c2)CCO1,COC1CN(C(=O)c2ccnc(-c3nc4ccccc4s3)c2)CCO1,True,False
CC(=O)Nc1ccccc1C(=O)Nc1ccc2c(c1)ncn2C,CC(=O)Nc1ccccc1C(=O)Nc1ccc2c(c1)ncn2C,True,False
N#Cc1ccc2nc(-c3cc(F)cc(F)c3O)c(Nc3cc(O)c(O)cc3O)cc2c1,N#Cc1ccc2nc(-c3cc(F)cc(F)c3O)c(Nc3cc(O)c(O)cc3O)cc2c1,True,False
CC1CN(C(=O)c2cc3n(n2)CCC3)CCC1NC(=O)CC(N)=O,CC1CN(C(=O)c2cc3n(n2)CCC3)CCC1NC(=O)CC(N)=O,True,False
CCN(C(=O)C=C(C)C1CC1)C1CCN(C(=O)c2ncoc2C(C)C)C1,CCN(C(=O)C=C(C)C1CC1)C1CCN(C(=O)c2ncoc2C(C)C)C1,True,False
CCC(CC)(CNC(=O)CN1CSCC1=O)Cc1ccccc1,CCC(CC)(CNC(=O)CN1CSCC1=O)Cc1ccccc1,True,False
Cc1cc(Nc2nc3c(NC4CCC(N5CCOCC5)C4=O)ncnc3s2)ccc1C#N,Cc1cc(Nc2nc3c(NC4CCC(N5CCOCC5)C4=O)ncnc3s2)ccc1C#N,True,False
COc1cc(C(=O)NC(C)CNC(=O)c2cccnc2)ccc1S(N)(=O)=O,COc1cc(C(=O)NC(C)CNC(=O)c2cccnc2)ccc1S(N)(=O)=O,True,False
CCN1CC(C(=O)NC2CN(C(=O)c3ccncn3)CC2C)CC1=O,CCN1CC(C(=O)NC2CN(C(=O)c3ccncn3)CC2C)CC1=O,True,False
COc1cc2c(Nc3ccc(Nc4ccc5nc[nH]c5c4)cc3)ncnc2cc1OCCCN1CCOCC1,COc1cc2c(Nc3ccc(Nc4ccc5nc[nH]c5c4)cc3)ncnc2cc1OCCCN1CCOCC1,True,False
Cc1cc(Nc2cc(-c3nc(N4Cc5ccccc5C4=O)ncn3)ccc2F)cnc1F,Cc1cc(Nc2cc(-c3ncnc(N4Cc5ccccc5C4=O)n3)ccc2F)cnc1F,True,False
O=C(c1cncc(O)c1)N1CCN2C(=O)N(Cc3cccc([N+](=O)[O-])c3)CCC2SC1,O=C(c1cncc(O)c1)N1CCN2C(=O)N(Cc3cccc([N+](=O)[O-])c3)CCC2SC1,True,False
C#CCN(C)c1nnc(-c2n[nH]c3ccccc23)n1Cc1ccccc1,C#CCN(C)c1nnc(-c2n[nH]c3ccccc23)n1Cc1ccccc1,True,False
COC(=O)c1ccc(CN(Cc2ccccc2)C2(CN)COC2)n1C,COC(=O)c1ccc(CN(Cc2ccccc2)C2(CN)COC2)n1C,True,False
CC1CN(C(=O)c2cnc(-c3ccccc3F)s2)CC2(CCOC2)O1,CC1CN(C(=O)c2cnc(-c3ccccc3F)s2)CC2(CCOC2)O1,True,False
CCc1cc(CN2CCC3(CN(Cc4ccccc4)C(C)(C)CC3)C2)n(-c2ncnc3ccc(F)cc23)n1,CCc1cc(CN2CCC3(CCC(C)(C)N(Cc4ccccc4)C3)C2)n(-c2ncnc3ccc(F)cc23)n1,True,False
C=CCN(c1nc(Nc2ccc(N3CCOCC3)nc2)ncc1[N+](=O)[O-])C(C)C,C=CCN(c1nc(Nc2ccc(N3CCOCC3)nc2)ncc1[N+](=O)[O-])C(C)C,True,False
COc1cc2c(Nc3ccc4c(C)c[nH]c4c3)ncnc2cc1OCC1CN(C)C(=O)O1,COc1cc2c(Nc3ccc4c(C)c[nH]c4c3)ncnc2cc1OCC1CN(C)C(=O)O1,True,False
COc1cc(C(=O)NC2CCN(Cc3cnn(C)c3)C2)cc2c1NC(=O)C2,COc1cc(C(=O)NC2CCN(Cc3cnn(C)c3)C2)cc2c1NC(=O)C2,True,False
Cc1nc(-c2cc(Nc3ccccc3C(F)(F)F)ccn2)co1,Cc1nc(-c2cc(Nc3ccccc3C(F)(F)F)ccn2)co1,True,False
O=C(CCCc1ccccc1)N1CCN(C(=O)c2ccc(O)cc2F)CC1,O=C(CCCc1ccccc1)N1CCN(C(=O)c2ccc(O)cc2F)CC1,True,False
O=C(c1cc2n(n1)CCCC2O)N1CC2CCC(Oc3ccccc3Cl)C2C1,O=C(c1cc2n(n1)CCCC2O)N1CC2CCC(Oc3ccccc3Cl)C2C1,True,False
CC(C)(C)OC(=O)NC(CCCCN)C(=O)Nc1ccc2c(Cl)ccnc2c1,CC(C)(C)OC(=O)NC(CCCCN)C(=O)Nc1ccc2c(Cl)ccnc2c1,True,False
O=C(NC1CC(=O)N(c2ccc(Cl)c(F)c2)C1)NC1CCOc2ccccc21,O=C(NC1CC(=O)N(c2ccc(Cl)c(F)c2)C1)NC1CCOc2ccccc21,True,False
N#CCn1ncc(Cl)c(Nc2ccc3c(c2)CCO3)c1=O,N#CCn1ncc(Cl)c(Nc2ccc3c(c2)CCO3)c1=O,True,False
C=CC(=O)Nc1cccc(Nc2ncc(-c3nc4ccccc4n3C(C)C3CCOCC3)cc2)c1,C=CC(=O)Nc1cccc(Nc2ccc(-c3nc4ccccc4n3C(C)C3CCOCC3)cn2)c1,True,False
COc1cc(Cl)ccc1-c1noc(-c2cc3ncccc3o2)n1,COc1cc(Cl)ccc1-c1noc(-c2cc3ncccc3o2)n1,True,False
Cc1noc(Cl)c1CCC(=O)NCC1(c2ccc(Br)cc2)CCOCC1,Cc1noc(Cl)c1CCC(=O)NCC1(c2ccc(Br)cc2)CCOCC1,True,False
C=C(C)CN1CCC(C)(NC(=O)c2n[nH]c(C)c2Cl)CC1,C=C(C)CN1CCC(C)(NC(=O)c2n[nH]c(C)c2Cl)CC1,True,False
N#CCOc1ccc(-c2nnc(-c3ccc(Oc4ccc(F)cc4)nc3)o2)cc1,N#CCOc1ccc(-c2nnc(-c3ccc(Oc4ccc(F)cc4)nc3)o2)cc1,True,False
COCC(=O)N1CCC2(CNc3cccc(F)c3Cl)CCCC12,COCC(=O)N1CCC2(CNc3cccc(F)c3Cl)CCCC12,True,False
CC(c1ccc(F)c(F)c1)N(C)CC(=O)Nc1cc(F)ccc1F,CC(c1ccc(F)c(F)c1)N(C)CC(=O)Nc1cc(F)ccc1F,True,False
N#CCOC(=O)c1cc(Nc2cccc(OC3CCCNC3)n2)ccc1Nc1ccn(C2CCCC2)c(=O)c1,N#CCOC(=O)c1cc(Nc2cccc(OC3CCCNC3)n2)ccc1Nc1ccn(C2CCCC2)c(=O)c1,True,False
COc1ccc2c(c1)CC(C(=O)N1CCC3(CC1)CC(=O)N(CC(F)(F)F)C3)O2,COc1ccc2c(c1)CC(C(=O)N1CCC3(CC1)CC(=O)N(CC(F)(F)F)C3)O2,True,False
COc1cc2ncnc(Nc3ccc(OCCN(C)C)cc3)c2cc1F,COc1cc2ncnc(Nc3ccc(OCCN(C)C)cc3)c2cc1F,True,False
CC(C)N1CCOC(c2nnc(-c3ccc(C(O)c4nc[nH]n4)cc3O)o2)C1,CC(C)N1CCOC(c2nnc(-c3ccc(C(O)c4nc[nH]n4)cc3O)o2)C1,True,False
COc1ncc(-c2ncc(-c3cnn(C)c3C)nc2NS(=O)(=O)c2ccc(OCCCC(=O)O)cc2)cn1,COc1ncc(-c2ncc(-c3cnn(C)c3C)nc2NS(=O)(=O)c2ccc(OCCCC(=O)O)cc2)cn1,True,False
CC(C)CN1C2CCC1C(NC(=O)C1=COCCO1)C2,CC(C)CN1C2CCC1C(NC(=O)C1=COCCO1)C2,True,False
C=CC(=O)Nc1cccc(N2C(=O)CCC2=O)c1,C=CC(=O)Nc1cccc(N2C(=O)CCC2=O)c1,True,False
CCC(c1ccccc1OC)N(C)C(=O)c1nnc(-c2ccc(F)cc2)o1,CCC(c1ccccc1OC)N(C)C(=O)c1nnc(-c2ccc(F)cc2)o1,True,False
C=Cc1ccc(C(=O)N2CC3ON=C(C(N)=O)C3C2)cc1,C=Cc1ccc(C(=O)N2CC3ON=C(C(N)=O)C3C2)cc1,True,False
CC(=O)N1CCC(NC(=O)Nc2ccc(-n3cccn3)nc2)CC1,CC(=O)N1CCC(NC(=O)Nc2ccc(-n3cccn3)nc2)CC1,True,False
CC(NC(=O)N1CCCC(S(=O)(=O)N2CCOCC2)C1)c1ccccc1,CC(NC(=O)N1CCCC(S(=O)(=O)N2CCOCC2)C1)c1ccccc1,True,False
O=C(NCCOC1CCC1)N1CCC(Nc2ncccn2)C1,O=C(NCCOC1CCC1)N1CCC(Nc2ncccn2)C1,True,False
Cc1cc(OC2CCN(CC(O)C(c3ccc(F)cc3F)n3cncn3)C2)nc2ccccc12,Cc1cc(OC2CCN(CC(O)C(c3ccc(F)cc3F)n3cncn3)C2)nc2ccccc12,True,False
CC(CNC(=O)N1CCN(Cc2ccc3c(c2)CCO3)CC1)c1ccccc1,CC(CNC(=O)N1CCN(Cc2ccc3c(c2)CCO3)CC1)c1ccccc1,True,False
COCCC1(c2nc(-c3ccc(F)cc3I)no2)CC1,COCCC1(c2nc(-c3ccc(F)cc3I)no2)CC1,True,False
CC(C)Oc1cc(C(=O)N2CC3CCCNC3C2)c(Cl)cn1,CC(C)Oc1cc(C(=O)N2CC3CCCNC3C2)c(Cl)cn1,True,False
CC(C)N(C)CC(=O)NNc1ccc(F)c(Cl)c1,CC(C)N(C)CC(=O)NNc1ccc(F)c(Cl)c1,True,False
Cn1cc(S(=O)(=O)Nc2nc(-c3ccc4ccccc4c3-c3ccccc3)cs2)cn1,Cn1cc(S(=O)(=O)Nc2nc(-c3ccc4ccccc4c3-c3ccccc3)cs2)cn1,True,False
CN(C(=O)c1cccnn1)C1CN(C/C(Cl)=C/Cl)C1,CN(C(=O)c1cccnn1)C1CN(C/C(Cl)=C/Cl)C1,True,False
C=CCN1CC(NC(=O)c2cccnc2C2OCCN2C)CC1=O,C=CCN1CC(NC(=O)c2cccnc2C2OCCN2C)CC1=O,True,False
O=C(CN1CC=C(c2ncccc2C(F)(F)F)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1OC(Nc2cc3ccccc3[nH]2)C1,O=C(CN1CC=C(c2ncccc2C(F)(F)F)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CC(Nc2cc3ccccc3[nH]2)O1,True,False
Cc1cc(O)ccc1/C=C1/N=C(Sc2c(O)c(Cl)c(O)c(OC3C4C=CC(=O)C=CC4C)c32)/C1=C/c1cc(O)cc(O)c1,Cc1cc(O)ccc1/C=C1N=C(Sc2c(O)c(Cl)c(O)c3c2C(C2C=CC(=O)C=CC2C)O3)C/1=C/c1cc(O)cc(O)c1,True,False
CN(C(=O)NC(COc1ccccc1)c1ccccc1)C1CCN(Cc2ccccc2)C1=O,CN(C(=O)NC(COc1ccccc1)c1ccccc1)C1CCN(Cc2ccccc2)C1=O,True,False
NC(=O)N1CCC(Nc2c(N)ncnc2Cl)CC1,NC(=O)N1CCC(Nc2c(N)ncnc2Cl)CC1,True,False
CCC(NC(=O)c1cc2c(nc1O)CC(C)(C)CC2)c1nc(-c2ccc(Oc3ccccc3)c(Cl)c2)no1,CCC(NC(=O)c1cc2c(nc1O)CC(C)(C)CC2)c1nc(-c2ccc(Oc3ccccc3)c(Cl)c2)no1,True,False
CC(NC(=O)CNC(N)=O)c1ccc(-c2ccc(OCc3ccccc3)c(C(F)(F)F)c2)cc1,CC(NC(=O)CNC(N)=O)c1ccc(-c2ccc(OCc3ccccc3)c(C(F)(F)F)c2)cc1,True,False
COc1ccc(C(Oc2nccc(C#N)n2)c2ccccc2)cc1,COc1ccc(C(Oc2nccc(C#N)n2)c2ccccc2)cc1,True,False
CC(C)C(=O)N1CC(NC(=O)CSc2cccc3cccc(Cl)c23)C(C#N)C1,CC(C)C(=O)N1CC(C#N)C(NC(=O)CSc2cccc3cccc(Cl)c23)C1,True,False
Cc1ccnc(Nc2ccc(OC3CC4(C3)CCCN(C(=O)OC(C)(C)C)C4)cc2)n1,Cc1ccnc(Nc2ccc(OC3CC4(CCCN(C(=O)OC(C)(C)C)C4)C3)cc2)n1,True,False
Cc1nn(C)c(NC(=O)Nc2cccc3ncccc32)c1F,Cc1nn(C)c(NC(=O)Nc2cccc3ncccc23)c1F,True,False
CCC(C)(O)CC(=O)N1CC(C)(N2CCC2)N(S(=O)(=O)c2cccc(Cl)c2)C1,CCC(C)(O)CC(=O)N1CN(S(=O)(=O)c2cccc(Cl)c2)C(C)(N2CCC2)C1,True,False
O=C(NC(CC1CCCO1)C(F)(F)F)c1cn2c(n1)CCCC2,O=C(NC(CC1CCCO1)C(F)(F)F)c1cn2c(n1)CCCC2,True,False
CNC(=O)c1ccc(-c2cn(C)c3cnccc23)nc1,CNC(=O)c1ccc(-c2cn(C)c3cnccc23)nc1,True,False
CC1CN(C(=O)c2cc(C#N)c[nH]2)CC1NC(=O)c1cc2ccccn2c1,CC1CN(C(=O)c2cc(C#N)c[nH]2)CC1NC(=O)c1cc2ccccn2c1,True,False
CC(NC(=O)c1ccc2c(c1)CCN2C(C)C)C(O)c1ccccc1,CC(NC(=O)c1ccc2c(c1)CCN2C(C)C)C(O)c1ccccc1,True,False
O=C(Nc1ccccc1C(F)F)Nc1cccc2c1CN(c1ccc3ncnc(Nc4ccccc4)c3c1)C2,O=C(Nc1ccccc1C(F)F)Nc1cccc2c1CN(c1ccc3ncnc(Nc4ccccc4)c3c1)C2,True,False
COC(=O)c1ccc2cc(-c3cnc(Nc4ccc(N5CCN(C)CC5)c5nonc54)nn3)ccc2c1,COC(=O)c1ccc2cc(-c3cnc(Nc4ccc(N5CCN(C)CC5)c5nonc45)nn3)ccc2c1,True,False
C=C(C)CCN1CCC2C1CCC(=O)N2CC1(O)CCCN(C2CCc3c(OC)cccc32)C1,C=C(C)CCN1CCC2C1CCC(=O)N2CC1(O)CCCN(C2CCc3c(OC)cccc32)C1,True,False
O=C(NC1CC(=O)N(C2CC2c2ccccc2)C1)c1cccc2nc(O)[nH]c12,O=C(NC1CC(=O)N(C2CC2c2ccccc2)C1)c1cccc2nc(O)[nH]c12,True,False
CN(C)c1cc(NC(=O)Nc2cccc(F)c2)ccc1F,CN(C)c1cc(NC(=O)Nc2cccc(F)c2)ccc1F,True,False
Cc1ncc(C(=O)N2CC3C(C2)C3NC(=O)c2cn(C)c(O)n2)[nH]1,Cc1ncc(C(=O)N2CC3C(C2)C3NC(=O)c2cn(C)c(O)n2)[nH]1,True,False
COc1cc(C(=O)N(C)C2CC3CCC(C2)N3C)cc(OC)c1OC,COc1cc(C(=O)N(C)C2CC3CCC(C2)N3C)cc(OC)c1OC,True,False
Cc1ccc(C(NC(=O)c2cnc3c(cnn3Cc3ccc(OCCCOCc4ccccc4)c(OC)c3)c2)C2(C)CCCC2N)nc1C,COc1cc(Cn2ncc3cc(C(=O)NC(c4ccc(C)c(C)n4)C4(C)CCCC4N)cnc32)ccc1OCCCOCc1ccccc1,True,False
CN(C)c1nc(Cc2cn(Cc3nnnn3-c3ccc(F)cc3)nn2)nc2ccccc2c1=O,CN(C)c1nc(Cc2cn(Cc3nnnn3-c3ccc(F)cc3)nn2)nc2ccccc2c1=O,True,False
Cc1nc2cc(Nc3cc(-c4ccccn4)nc4ccccc43)ccc2o1,Cc1nc2cc(Nc3cc(-c4ccccn4)nc4ccccc34)ccc2o1,True,False
C=CCN(Cc1ccc(OCc2cccc(OC)c2)cc1)CC(=O)Nc1cccc(C)c1,C=CCN(CC(=O)Nc1cccc(C)c1)Cc1ccc(OCc2cccc(OC)c2)cc1,True,False
CC(=O)C(=O)Nc1ccc(Nc2cc(Cl)cc(Cl)c2)c(C#N)c1,CC(=O)C(=O)Nc1ccc(Nc2cc(Cl)cc(Cl)c2)c(C#N)c1,True,False
C=CC(C)=CC(=O)N1CC2CC(C(=O)N3CCOCC3)(C1)C2,C=CC(C)=CC(=O)N1CC2CC(C(=O)N3CCOCC3)(C2)C1,True,False
CCC(=O)NCC(=O)Nc1n[nH]cc1-c1cn(Cc2cccnc2)c2ncnc(N)c12,CCC(=O)NCC(=O)Nc1n[nH]cc1-c1cn(Cc2cccnc2)c2ncnc(N)c12,True,False
COCCNC(=O)c1ccc(Nc2ccc(N3CCN(C)CC3)cc2OC)cc1,COCCNC(=O)c1ccc(Nc2ccc(N3CCN(C)CC3)cc2OC)cc1,True,False
CC(=O)NC(CC(=O)N1CC2CN(Cc3ccc[nH]3)CC(C1=O)C2(C)C)c1ccccc1,CC(=O)NC(CC(=O)N1CC2CN(Cc3ccc[nH]3)CC(C1=O)C2(C)C)c1ccccc1,True,False
COCCC(=O)N1CCC(NC(=O)CC2CC(=O)Nc3ccccc32)C1,COCCC(=O)N1CCC(NC(=O)CC2CC(=O)Nc3ccccc32)C1,True,False
O=C(OCc1ccccc1)N1CC(N2CCOCC2)C1,O=C(OCc1ccccc1)N1CC(N2CCOCC2)C1,True,False
C=CCN1CCCC2(CCN(C3CCN(c4cnn(C)c4)C3=O)C2)C1,C=CCN1CCCC2(CCN(C3CCN(c4cnn(C)c4)C3=O)C2)C1,True,False
Cc1nc(C)nc(N2CCOC(c3ccc(F)cc3)C2)n1,Cc1nc(C)nc(N2CCOC(c3ccc(F)cc3)C2)n1,True,False
CC1CN(c2nnc(Cc3ccccn3)n2CC2COCCO2)CC(C)O1,CC1CN(c2nnc(Cc3ccccn3)n2CC2COCCO2)CC(C)O1,True,False
COc1cc(Br)cc(S(=O)(=O)NC2(C(F)(F)F)CCN(C(C)=O)C2)c1,COc1cc(Br)cc(S(=O)(=O)NC2(C(F)(F)F)CCN(C(C)=O)C2)c1,True,False
CC(c1ccccc1)N(C)C(=O)C(=O)Nc1cc(Br)cc2c1NC(=O)C2,CC(c1ccccc1)N(C)C(=O)C(=O)Nc1cc(Br)cc2c1NC(=O)C2,True,False
CCSC1CCCCN(c2nnc(-c3ccc(F)cc3Br)n2CCCCCO)C1,CCSC1CCCCN(c2nnc(-c3ccc(F)cc3Br)n2CCCCCO)C1,True,False
COc1ccc(OCc2nnc(N3CCC(OC(C)(C)C)CC3)n2Cc2cnn(C)c2C)cc1,COc1ccc(OCc2nnc(N3CCC(OC(C)(C)C)CC3)n2Cc2cnn(C)c2C)cc1,True,False
CN(C)C(=O)c1ncc(Nc2c(Br)ccc3nc[nH]c23)cn1,CN(C)C(=O)c1ncc(Nc2c(Br)ccc3nc[nH]c23)cn1,True,False
CNC(=O)c1cc(Cl)cc(Nc2cc(C)c(Cl)c(Cl)c2)c1,CNC(=O)c1cc(Cl)cc(Nc2cc(C)c(Cl)c(Cl)c2)c1,True,False
CNc1ccc(C(=O)N2CCOC3(CCCC3)C2)cn1,CNc1ccc(C(=O)N2CCOC3(CCCC3)C2)cn1,True,False
CS(=O)(=O)N1CCN(CCOC(=O)c2cccc3nccnc32)CC1,CS(=O)(=O)N1CCN(CCOC(=O)c2cccc3nccnc23)CC1,True,False
Cc1ccc(CN2CC(O)(c3cccc4ccc5ccccc5c34)C2)cc1F,Cc1ccc(CN2CC(O)(c3cccc4ccc5ccccc5c34)C2)cc1F,True,False
COc1cc([N+](=O)[O-])c(Nc2cc(C3(N4CCOCC4)CC3)ccn2)c2ccccc12,COc1cc([N+](=O)[O-])c(Nc2cc(C3(N4CCOCC4)CC3)ccn2)c2ccccc12,True,False
Cc1cc(NCC(c2ccc(F)cc2)N2CCOCC2)nc(-c2ccncc2)n1,Cc1cc(NCC(c2ccc(F)cc2)N2CCOCC2)nc(-c2ccncc2)n1,True,False
C#Cc1ccc(CN2CCCC2C2CCCCN2C(=O)OC(C)(C)C)cc1,C#Cc1ccc(CN2CCCC2C2CCCCN2C(=O)OC(C)(C)C)cc1,True,False
Cc1onc(-c2cccc(Cl)c2)c1C(=O)Nc1nccc2cc(Br)ccc21,Cc1onc(-c2cccc(Cl)c2)c1C(=O)Nc1nccc2cc(Br)ccc12,True,False
Cn1ncc(NS(=O)(=O)c2c(F)cc(F)cc2Br)cc1=O,Cn1ncc(NS(=O)(=O)c2c(F)cc(F)cc2Br)cc1=O,True,False
CC(=O)NCc1ccc(CNc2cc(C#N)c3ncc(C#N)c(NCC(N)=O)c3c2)cc1,CC(=O)NCc1ccc(CNc2cc(C#N)c3ncc(C#N)c(NCC(N)=O)c3c2)cc1,True,False
Cc1c(Nc2ccc(F)c3cccnc23)cccc1N1CCOCC1,Cc1c(Nc2ccc(F)c3cccnc23)cccc1N1CCOCC1,True,False
CCC(CNC(=O)CC1COC(=O)C1)Oc1ccccc1F,CCC(CNC(=O)CC1COC(=O)C1)Oc1ccccc1F,True,False
CC(=O)Nc1ccc2c(c1)oc1nc(-c3ccc(F)cc3)nc3c1COCC2Oc1cc(OCC(N)=O)c(OC)cc13,COc1cc2c(cc1OCC(N)=O)OC1COCc3c(nc(-c4ccc(F)cc4)nc3-2)Oc2cc(NC(C)=O)ccc21,True,False
Cc1nccc(N2CCCC(Oc3cccc(Cl)c3)C2)c1,Cc1cc(N2CCCC(Oc3cccc(Cl)c3)C2)ccn1,True,False
CCN(C)CCC(=O)N1CC(N(C)C(=O)c2cnccn2)C1,CCN(C)CCC(=O)N1CC(N(C)C(=O)c2cnccn2)C1,True,False
CN(C)c1ncc(CNC2CCc3ccc(O)cc32)cn1,CN(C)c1ncc(CNC2CCc3ccc(O)cc32)cn1,True,False
Cc1cc(O)ccc1Nc1c(-c2ccc(Cl)cc2)nc2cc(Cl)c(Cl)c(C#N)c2n1,Cc1cc(O)ccc1Nc1nc2c(C#N)c(Cl)c(Cl)cc2nc1-c1ccc(Cl)cc1,True,False
Cc1ccc(N2CCN(C(=O)c3ccc(Br)cc3)C(C)C2)cc1NC(=O)C(c1ccccc1)N1CCCC(N)C1,Cc1ccc(N2CCN(C(=O)c3ccc(Br)cc3)C(C)C2)cc1NC(=O)C(c1ccccc1)N1CCCC(N)C1,True,False
Cc1nnc(NC(=O)c2ccccc2NC(=O)c2ccccc2)s1,Cc1nnc(NC(=O)c2ccccc2NC(=O)c2ccccc2)s1,True,False
