smiles,canonical_smiles,mol_wt,rdkit_logp,hbd,hba,tpsa,rot_bonds,rings,heavy_atoms,qed,ro5_violations,murcko_scaffold
O=C(NCCNc1cccc2cnccc12)c1nc[nH]c2ncc(Br)c1-2,O=C(NCCNc1cccc2cnccc12)c1nc[nH]c2ncc(Br)c1-2,411.2630000000001,3.062100000000001,3,5,95.58999999999999,5,4,26,0.43903289797853867,0,O=C(NCCNc1cccc2cnccc12)c1nc[nH]c2nccc1-2
Cn1c(=O)[nH]c2cc(N3CCOC4(CCCN(c5cccnc5)C4)C3)ccc2c1=O,Cn1c(=O)[nH]c2cc(N3CCOC4(CCCN(c5cccnc5)C4)C3)ccc2c1=O,407.4740000000001,1.4975999999999987,1,6,83.46000000000001,2,5,30,0.6932348404680618,0,O=c1[nH]c(=O)c2ccc(N3CCOC4(CCCN(c5cccnc5)C4)C3)cc2[nH]1
CN(CCNC1CC=C(c2ccccc2Cl)CC1)Cc1nc2ccc(Cl)cc2c(=O)[nH]1,CN(CCNC1CC=C(c2ccccc2Cl)CC1)Cc1nc2ccc(Cl)cc2c(=O)[nH]1,457.4050000000002,4.887400000000004,2,4,61.02,7,4,31,0.5307210580021956,0,O=c1[nH]c(CNCCNC2CC=C(c3ccccc3)CC2)nc2ccccc12
Cc1ccc(C)c(CN2CCC3NC(CN4CCN(C)CC4)CC3C2)c1,Cc1ccc(C)c(CN2CCC3NC(CN4CCN(C)CC4)CC3C2)c1,356.55800000000016,2.1032400000000004,1,4,21.75,4,4,26,0.8917888288407451,0,c1ccc(CN2CCC3NC(CN4CCNCC4)CC3C2)cc1
COc1cccc(-c2nnc(SCC(=O)NCc3ccc(OC4COC4)c(Cl)c3)n2-c2ccc3c(c2)CCC3)c1,COc1cccc(-c2nnc(SCC(=O)NCc3ccc(OC4COC4)c(Cl)c3)n2-c2ccc3c(c2)CCC3)c1,577.1060000000001,5.271100000000005,1,7,87.5,10,6,40,0.25729690241689546,2,O=C(CSc1nnc(-c2ccccc2)n1-c1ccc2c(c1)CCC2)NCc1ccc(OC2COC2)cc1
CN(CC1CCN(C(=O)c2cn(C)c(O)n2)C1)C(=O)C1CNC(=O)N1,CN(CC1CCN(C(=O)c2cn(C)c(O)n2)C1)C(=O)C1CNC(=O)N1,350.3790000000001,-1.2723999999999973,3,5,119.80000000000001,4,3,25,0.6252586089478136,0,O=C1NCC(C(=O)NCC2CCN(C(=O)c3c[nH]cn3)C2)N1
O=C(Nc1ccc2nc(CCOc3ccccc3)[nH]c2c1)NC1CCCCC1,O=C(Nc1ccc2nc(CCOc3ccccc3)[nH]c2c1)NC1CCCCC1,378.4760000000002,4.638600000000003,3,3,79.03999999999999,6,4,28,0.5846102138316538,0,O=C(Nc1ccc2nc(CCOc3ccccc3)[nH]c2c1)NC1CCCCC1
C=CCN(Cc1ccc(OCCSC)cc1)C(=O)Nc1cc(Cl)ccc1-n1ccnc1,C=CCN(Cc1ccc(OCCSC)cc1)C(=O)Nc1cc(Cl)ccc1-n1ccnc1,456.9990000000001,5.487600000000006,1,4,59.39,10,3,31,0.32355914377530737,1,O=C(NCc1ccccc1)Nc1ccccc1-n1ccnc1
COCC(=O)NCc1cc(=O)n2c(n1)CN(Cc1ccc(C)cn1)CCC2,COCC(=O)NCc1cc(=O)n2c(n1)CN(Cc1ccc(C)cn1)CCC2,371.44100000000014,0.6152199999999999,1,6,89.35,6,3,27,0.8005535411302226,0,O=c1ccnc2n1CCCN(Cc1ccccn1)C2
C=C(Cl)CN1CCS(=O)(=O)CC1c1ccccc1F,C=C(Cl)CN1CCS(=O)(=O)CC1c1ccccc1F,303.786,2.3497000000000003,0,3,37.38,3,2,19,0.8600158268959716,0,O=S1(=O)CCNC(c2ccccc2)C1
COc1ccccc1C(C)NC(=O)CCN1C(=O)NC2(CCSC2)C1=O,COc1ccccc1C(C)NC(=O)CCN1C(=O)NC2(CCSC2)C1=O,377.4660000000001,1.6899999999999997,2,5,87.74000000000001,6,3,26,0.7368785764504597,0,O=C(CCN1C(=O)NC2(CCSC2)C1=O)NCc1ccccc1
CC(C)c1nc2c([nH]1)CC(C(=O)NC(c1ccccc1)c1ccc3ncnc(Nc4ccccc4)c3c1)CC2,CC(C)c1nc2c([nH]1)CC(C(=O)NC(c1ccccc1)c1ccc3ncnc(Nc4ccccc4)c3c1)CC2,516.6490000000002,6.230600000000005,3,5,95.59,7,6,39,0.23831093831244052,2,O=C(NC(c1ccccc1)c1ccc2ncnc(Nc3ccccc3)c2c1)C1CCc2nc[nH]c2C1
COCC(=O)N1CC2C(CNC(=O)c3cccn3C3CCN(C(=O)OC(C)(C)C)CC3)C2C1,COCC(=O)N1CC2C(CNC(=O)c3cccn3C3CCN(C(=O)OC(C)(C)C)CC3)C2C1,460.5750000000004,2.1407000000000007,1,5,93.11,6,4,33,0.7021966012969355,0,O=C(NCC1C2CNCC21)c1cccn1C1CCNCC1
COc1ccc(-c2cc(Nc3cccc(C4CCOCC4)c3)c(OC)c(OC)c2)cc1,COc1ccc(-c2cc(Nc3cccc(C4CCOCC4)c3)c(OC)c(OC)c2)cc1,419.5210000000002,6.017000000000006,1,5,48.95,7,4,31,0.507631054147772,1,c1ccc(-c2cccc(Nc3cccc(C4CCOCC4)c3)c2)cc1
C=CCNCC1CC(Nc2cc(C(F)(F)F)cc(C#N)n2)C1,C=CCNCC1CC(Nc2cc(C(F)(F)F)cc(C#N)n2)C1,310.32300000000004,2.938180000000001,2,4,60.739999999999995,6,2,22,0.6263153132228424,0,c1ccc(NC2CCC2)nc1
CC(=O)Nc1ccc(S(=O)(=O)Nc2c(O)c(F)c(F)c(F)c2F)cc1N,CC(=O)Nc1ccc(S(=O)(=O)Nc2c(O)c(F)c(F)c(F)c2F)cc1N,393.3180000000001,2.29,4,5,121.52,4,2,26,0.2087924745290872,0,O=S(=O)(Nc1ccccc1)c1ccccc1
C=C(C)CCN1CCC(CN(C)C)CC1,C=C(C)CCN1CCC(CN(C)C)CC1,210.36499999999995,2.2262000000000004,0,2,6.48,5,1,15,0.6420813074104447,0,C1CCNCC1
O=C(NCCN1CCC2CCCCC21)Nc1ccc2c(c1)OCCCO2,O=C(NCCN1CCC2CCCCC21)Nc1ccc2c(c1)OCCCO2,359.4700000000002,3.233900000000001,2,4,62.83000000000001,4,4,26,0.8663380340313783,0,O=C(NCCN1CCC2CCCCC21)Nc1ccc2c(c1)OCCCO2
Cc1c(C#N)cccc1OCC1(O)CCN(Cc2ccccc2)CC1,Cc1c(C#N)cccc1OCC1(O)CCN(Cc2ccccc2)CC1,336.435,3.2726000000000015,1,4,56.49,5,3,25,0.9103134735656891,0,c1ccc(CN2CCC(COc3ccccc3)CC2)cc1
CC(C)CCNC(=O)c1ccc(F)c(Nc2ccc3c(c2)c(=O)n(C)c(=O)n3C)c1,CC(C)CCNC(=O)c1ccc(F)c(Nc2ccc3c(c2)c(=O)n(C)c(=O)n3C)c1,412.4650000000002,2.8958000000000013,2,4,85.13,6,3,30,0.6520325737809776,0,O=c1[nH]c(=O)c2cc(Nc3ccccc3)ccc2[nH]1
CC(C)(C)OC(=O)N1CCC(F)(F)C(NC2C=CC(=O)C2)C1,CC(C)(C)OC(=O)N1CCC(F)(F)C(NC2C=CC(=O)C2)C1,316.3480000000001,2.1182999999999996,1,4,58.64,2,2,22,0.8476205401428688,0,O=C1C=CC(NC2CCCNC2)C1
CNC(=O)Nc1cccc(Nc2ncnc3cc(Cl)c(OC)cc23)c1,CNC(=O)Nc1cccc(Nc2ncnc3cc(Cl)c(OC)cc23)c1,357.8010000000001,3.7867000000000015,3,5,88.17000000000002,4,3,25,0.6608353983111376,0,c1ccc(Nc2ncnc3ccccc23)cc1
O=C(CCCn1c(O)nnc1O)Nc1ccc(Oc2ccc(Cl)cc2)nc1,O=C(CCCn1c(O)nnc1O)Nc1ccc(Oc2ccc(Cl)cc2)nc1,389.79900000000004,2.948900000000001,3,7,122.39000000000001,7,3,27,0.5672712776934553,0,O=C(CCCn1cnnc1)Nc1ccc(Oc2ccccc2)nc1
Cc1ccoc1C(=O)N1CC2CN(Cc3nc4cc(Cl)ccc4n3C)CCN2C1=O,Cc1ccoc1C(=O)N1CC2CN(Cc3nc4cc(Cl)ccc4n3C)CCN2C1=O,427.8920000000002,2.8903200000000018,0,5,74.82000000000001,3,5,30,0.6421200209041406,0,O=C(c1ccco1)N1CC2CN(Cc3nc4ccccc4[nH]3)CCN2C1=O
Cc1cc(C(=O)NC2CN(C(=O)C3(C)CCOC3)CC2(C)C)ncn1,Cc1cc(C(=O)NC2CN(C(=O)C3(C)CCOC3)CC2(C)C)ncn1,346.43100000000004,1.1784199999999994,1,5,84.42,3,3,25,0.8882914030198424,0,O=C(NC1CCN(C(=O)C2CCOC2)C1)c1ccncn1
C=CC(C)(O)CNc1c(F)cccc1-c1cc2nccnc2cc1F,C=CC(C)(O)CNc1c(F)cccc1-c1cc2nccnc2cc1F,341.36100000000005,3.9239000000000024,2,4,58.04,5,3,25,0.6906812029471047,0,c1ccc(-c2ccc3nccnc3c2)cc1
CCc1ccc(C2CCCN2c2nnc(-c3cc(Br)cn3C)n2CCN(CC)C(=O)c2cc3ncncn3c2)nc1,CCc1ccc(C2CCCN2c2nnc(-c3cc(Br)cn3C)n2CCN(CC)C(=O)c2cc3ncncn3c2)nc1,617.5560000000002,4.550000000000004,0,7,102.27000000000001,9,6,41,0.2392790723948845,1,O=C(NCCn1c(-c2ccc[nH]2)nnc1N1CCCC1c1ccccn1)c1cc2ncncn2c1
Cc1ccccc1C1C(=O)N(Cc2ccc(Br)c(Cl)c2)C(=O)N1c1cccc2cccnc12,Cc1ccccc1C1C(=O)N(Cc2ccc(Br)c(Cl)c2)C(=O)N1c1cccc2cccnc12,520.8140000000002,6.669220000000005,0,3,53.510000000000005,4,5,33,0.28244952311436977,2,O=C1C(c2ccccc2)N(c2cccc3cccnc23)C(=O)N1Cc1ccccc1
CCc1cnc(CN2CC(NC(=O)C3CN(C(C)=O)CCO3)C2)o1,CCc1cnc(CN2CC(NC(=O)C3CN(C(C)=O)CCO3)C2)o1,336.39200000000017,-0.2152999999999985,1,6,87.91000000000001,5,3,24,0.8001143873966309,0,O=C(NC1CN(Cc2ncco2)C1)C1CNCCO1
NC(=O)c1nc2c(-c3ccc4nnc(Nc5cccc(Cl)c5F)n4c3)ncnc2s1,NC(=O)c1nc2c(-c3ccc4nnc(Nc5cccc(Cl)c5F)n4c3)ncnc2s1,440.8510000000001,3.431000000000001,2,8,123.98,4,5,30,0.43830576516150205,0,c1ccc(Nc2nnc3ccc(-c4ncnc5scnc45)cn23)cc1
COCCC(NC(=O)Nc1nc(-c2ccc(Br)cc2)cs1)c1ccccc1,COCCC(NC(=O)Nc1nc(-c2ccc(Br)cc2)cs1)c1ccccc1,446.37000000000006,5.471900000000004,2,4,63.25,7,3,27,0.505923273998529,1,O=C(NCc1ccccc1)Nc1nc(-c2ccccc2)cs1
CC1CN(C(=O)c2ccnc3c2nnn3C)CC1NC(=O)C(N)=O,CC1CN(C(=O)c2ccnc3c2nnn3C)CC1NC(=O)C(N)=O,331.33600000000007,-1.5746999999999982,2,6,136.1,2,3,24,0.6377587536000051,0,O=C(c1ccnc2[nH]nnc12)N1CCCC1
COc1ccc(CCC(=O)N(C)C2CCN(C)CC2)cc1OC,COc1ccc(CCC(=O)N(C)C2CCN(C)CC2)cc1OC,320.43300000000005,2.189,0,4,42.010000000000005,6,2,23,0.8056507385480322,0,O=C(CCc1ccccc1)NC1CCNCC1
C=C(Cl)C(=O)n1nc(Nc2ccc(C(=O)Nc3ccc(OC)cc3)cc2)[nH]c1=O,C=C(Cl)C(=O)n1nc(Nc2ccc(C(=O)Nc3ccc(OC)cc3)cc2)[nH]c1=O,413.82100000000014,2.9686000000000003,3,6,118.10999999999999,6,3,29,0.5345116637564333,0,O=C(Nc1ccccc1)c1ccc(Nc2n[nH]c(=O)[nH]2)cc1
COC1(C)CCCN(c2nnc(-c3cccc(C)c3)n2Cc2ccc(N3CCOCC3)c(F)c2)C1,COC1(C)CCCN(c2nnc(-c3cccc(C)c3)n2Cc2ccc(N3CCOCC3)c(F)c2)C1,479.60000000000036,4.282820000000004,0,6,55.650000000000006,6,5,35,0.5260636597576698,0,c1ccc(-c2nnc(N3CCCCC3)n2Cc2ccc(N3CCOCC3)cc2)cc1
C=CCn1c(-c2cccn2Cc2ccccc2)nc2cccnc21,C=CCn1c(-c2cccn2Cc2ccccc2)nc2cccnc21,314.392,4.134100000000003,0,2,35.64,5,4,24,0.5191415005459458,0,c1ccc(Cn2cccc2-c2nc3cccnc3[nH]2)cc1
O=S(=O)(NC(c1ccc2c(c1)OCO2)N1CCOCC1)c1ccccc1,O=S(=O)(NC(c1ccc2c(c1)OCO2)N1CCOCC1)c1ccccc1,376.4340000000001,1.7246,1,6,77.10000000000001,5,4,26,0.856385556693985,0,O=S(=O)(NC(c1ccc2c(c1)OCO2)N1CCOCC1)c1ccccc1
COc1cc(Nc2cccc(OCCNC(=O)c3cccc(F)c3)c2)cc(OC)c1OC,COc1cc(Nc2cccc(OCCNC(=O)c3cccc(F)c3)c2)cc(OC)c1OC,440.4710000000001,4.403900000000004,2,6,78.05,10,3,32,0.4551406108011715,0,O=C(NCCOc1cccc(Nc2ccccc2)c1)c1ccccc1
NC(=O)c1ccc(F)c(Nc2cc3ccccc3cn2)c1,NC(=O)c1ccc(F)c(Nc2cc3ccccc3cn2)c1,281.29,3.216400000000001,2,3,68.01,3,3,21,0.7741893355840596,0,c1ccc(Nc2cc3ccccc3cn2)cc1
CCCCNC(=O)CN1CC(O)C(NC(=O)c2n[nH]c3c2CCC3)C1,CCCCNC(=O)CN1CC(O)C(NC(=O)c2n[nH]c3c2CCC3)C1,349.4350000000002,-0.4103999999999979,4,5,110.35000000000002,7,3,25,0.5003471442943448,0,O=C(NC1CCNC1)c1n[nH]c2c1CCC2
COc1cc(Cl)ccc1CNC(=O)Nc1ccc(OCc2ccccn2)c(Cl)c1,COc1cc(Cl)ccc1CNC(=O)Nc1ccc(OCc2ccccn2)c(Cl)c1,432.30700000000013,5.297700000000003,2,4,72.48,7,3,29,0.5317928420069643,1,O=C(NCc1ccccc1)Nc1ccc(OCc2ccccn2)cc1
CNC(=O)c1ccc(COc2ccc(-c3ccc(Cl)c(Cl)c3)nn2)cc1,CNC(=O)c1ccc(COc2ccc(-c3ccc(Cl)c(Cl)c3)nn2)cc1,388.254,4.389000000000003,1,4,64.11,5,3,26,0.7043372425664527,0,c1ccc(COc2ccc(-c3ccccc3)nn2)cc1
CC(=O)NC(Cc1c[nH]c2cc(F)ccc12)c1nc(-c2ccnc(OCc3ccccn3)c2)no1,CC(=O)NC(Cc1c[nH]c2cc(F)ccc12)c1nc(-c2ccnc(OCc3ccccn3)c2)no1,472.4800000000002,4.145900000000003,2,7,118.82000000000001,8,5,35,0.34825487429077817,0,c1ccc(COc2cc(-c3noc(CCc4c[nH]c5ccccc45)n3)ccn2)nc1
CSc1nc(O)c(C(=O)Nc2ccc(Oc3cccc(Cl)c3)cc2)cc1NC(=O)c1ccc(F)c(Cl)c1,CSc1nc(O)c(C(=O)Nc2ccc(Oc3cccc(Cl)c3)cc2)cc1NC(=O)c1ccc(F)c(Cl)c1,558.4180000000001,7.251900000000004,3,6,100.55000000000001,7,4,37,0.2067165136607841,2,O=C(Nc1cncc(C(=O)Nc2ccc(Oc3ccccc3)cc2)c1)c1ccccc1
Cc1cc(C)n2ncc(C(=O)N3CCN(Cc4c(N)ncnc4Cl)CC3)c2n1,Cc1cc(C)n2ncc(C(=O)N3CCN(Cc4c(N)ncnc4Cl)CC3)c2n1,400.87400000000014,1.3297399999999995,1,7,105.54,3,4,28,0.6608169831961154,0,O=C(c1cnn2cccnc12)N1CCN(Cc2cncnc2)CC1
O=C(NO)c1cc2ccc(Nc3cnc(-c4ccccn4)c(-c4cccc(OCc5ccccc5)c4)n3)cc2o1,O=C(NO)c1cc2ccc(Nc3cnc(-c4ccccn4)c(-c4cccc(OCc5ccccc5)c4)n3)cc2o1,529.5560000000003,6.393400000000005,3,8,122.4,8,6,40,0.1530577630868556,2,c1ccc(COc2cccc(-c3nc(Nc4ccc5ccoc5c4)cnc3-c3ccccn3)c2)cc1
CCc1nnc(N2CCC(C(=O)OC)CC2)n1CCOc1ccc(Oc2ccccn2)cc1,CCc1nnc(N2CCC(C(=O)OC)CC2)n1CCOc1ccc(Oc2ccccn2)cc1,451.52700000000016,3.4962000000000018,0,8,91.60000000000001,9,4,33,0.4567152045199061,0,c1ccc(Oc2ccc(OCCn3cnnc3N3CCCCC3)cc2)nc1
O=S(=O)(Nc1cc(F)cc(F)c1O)c1ccc2c(Cl)ncnc2c1,O=S(=O)(Nc1cc(F)cc(F)c1O)c1ccc2c(Cl)ncnc2c1,371.752,3.0678,2,5,92.18,3,3,24,0.5449933284666966,0,O=S(=O)(Nc1ccccc1)c1ccc2cncnc2c1
COc1ccc(CCC2CCCN2c2nc3ccccc3nc2Nc2ccc3c(c2)NC(=O)CO3)cc1,COc1ccc(CCC2CCCN2c2nc3ccccc3nc2Nc2ccc3c(c2)NC(=O)CO3)cc1,495.5830000000002,5.314500000000004,2,7,88.61,7,6,37,0.3589722916453906,1,O=C1COc2ccc(Nc3nc4ccccc4nc3N3CCCC3CCc3ccccc3)cc2N1
C=CCS(=O)(=O)CCNC(=O)c1cccc2c(Nc3ccc4cc[nH]c4c3)ncnc12,C=CCS(=O)(=O)CCNC(=O)c1cccc2c(Nc3ccc4cc[nH]c4c3)ncnc12,435.50900000000007,3.1853000000000007,3,6,116.84,8,4,31,0.366082247888773,0,c1ccc2c(Nc3ccc4cc[nH]c4c3)ncnc2c1
COc1cccc(-c2cc(Nc3ccc(NC(=O)CN(C)C)nc3)ncn2)c1,COc1cccc(-c2cc(Nc3ccc(NC(=O)CN(C)C)nc3)ncn2)c1,378.43600000000004,2.7909000000000006,2,7,92.27000000000001,7,3,28,0.6529734227370747,0,c1ccc(-c2cc(Nc3cccnc3)ncn2)cc1
COCCN(C)c1nnc(-c2cc(-c3ccccc3)[nH]n2)n1Cc1nnc(C)s1,COCCN(C)c1nnc(-c2cc(-c3ccccc3)[nH]n2)n1Cc1nnc(C)s1,410.5070000000001,2.6260200000000005,1,8,97.64000000000001,8,4,29,0.47673823352066325,0,c1ccc(-c2cc(-c3nncn3Cc3nncs3)n[nH]2)cc1
Cc1ccc(Nc2ncnc3ccncc23)cc1C(F)(F)F,Cc1ccc(Nc2ncnc3ccncc23)cc1C(F)(F)F,304.275,4.095620000000001,1,4,50.7,2,3,22,0.7742801961337045,0,c1ccc(Nc2ncnc3ccncc23)cc1
COc1ccc(C(=O)NC2CN(Cc3cc(F)cc(F)c3)C2)cn1,COc1ccc(C(=O)NC2CN(Cc3cc(F)cc(F)c3)C2)cn1,333.338,1.9826,1,4,54.46,5,3,24,0.9090911551844024,0,O=C(NC1CN(Cc2ccccc2)C1)c1cccnc1
N#Cc1cc(Oc2ccc(NC(=O)C(=O)Nc3cc(Cl)ccc3Cl)cc2)ccn1,N#Cc1cc(Oc2ccc(NC(=O)C(=O)Nc3cc(Cl)ccc3Cl)cc2)ccn1,427.247,4.629580000000002,2,5,104.11,4,3,29,0.5912187598920969,0,O=C(Nc1ccccc1)C(=O)Nc1ccc(Oc2ccncc2)cc1
NCC1C2CN(C3CC4C(C3)C4(Cl)Cl)CC12,NCC1C2CN(C3CC4C(C3)C4(Cl)Cl)CC12,261.19599999999997,1.7051999999999998,1,2,29.259999999999998,2,4,16,0.7666048379846274,0,C1C2CC(N3CC4CC4C3)CC12
CC(CCNC(=O)c1ccc(Cl)[nH]1)Nc1cnc(F)cn1,CC(CCNC(=O)c1ccc(Cl)[nH]1)Nc1cnc(F)cn1,311.74800000000005,2.2177,3,4,82.7,6,2,21,0.7636472031637149,0,O=C(NCCCNc1cnccn1)c1ccc[nH]1
CN(C)c1cccnc1C(=O)Nc1ccc2ccoc2c1,CN(C)c1cccnc1C(=O)Nc1ccc2ccoc2c1,281.31500000000005,3.1461000000000015,1,4,58.370000000000005,3,3,21,0.8008954432168656,0,O=C(Nc1ccc2ccoc2c1)c1ccccn1
CC(=O)NCC(=O)NCCC1CN(C(=O)CCC2CCCO2)CC(C)O1,CC(=O)NCC(=O)NCCC1CN(C(=O)CCC2CCCO2)CC(C)O1,369.46200000000016,0.2039000000000022,2,5,96.97000000000001,8,2,26,0.6372503241111822,0,O=C(CCC1CCCO1)N1CCOCC1
Cc1ccc(-c2nc(C)c(C(=O)NCc3ncc(C#N)c4ccccc34)s2)cc1,Cc1ccc(-c2nc(C)c(C(=O)NCc3ncc(C#N)c4ccccc34)s2)cc1,398.4910000000001,4.776820000000003,1,5,78.67,4,4,29,0.536657614237194,0,O=C(NCc1nccc2ccccc12)c1cnc(-c2ccccc2)s1
CC(C)(C)NC(=O)c1cccc(-c2cc(C#N)cc(Nc3cnc(N)nc3)n2)c1,CC(C)(C)NC(=O)c1cccc(-c2cc(C#N)cc(Nc3cnc(N)nc3)n2)c1,387.44700000000006,3.264380000000001,3,7,129.61,4,3,29,0.6261891063114355,0,c1ccc(-c2cccc(Nc3cncnc3)n2)cc1
CC(C)(C)OC(=O)N1CCC1C(=O)N1CCN(CC(=O)Nc2ccc(F)c(Cl)c2)CC1,CC(C)(C)OC(=O)N1CCC1C(=O)N1CCN(CC(=O)Nc2ccc(F)c(Cl)c2)CC1,454.9300000000002,2.571200000000001,1,5,82.19,4,3,31,0.7557370670945399,0,O=C(CN1CCN(C(=O)C2CCN2)CC1)Nc1ccccc1
Fc1cccc(Nc2nc3cc4c(cc3[nH]2)OCCCO4)c1,Fc1cccc(Nc2nc3cc4c(cc3[nH]2)OCCCO4)c1,299.30500000000006,3.6069000000000013,2,4,59.17,2,4,22,0.7587054378304263,0,c1ccc(Nc2nc3cc4c(cc3[nH]2)OCCCO4)cc1
CC=C(C)C(=O)Nc1cc(OC)c(Br)c(OC)c1,CC=C(C)C(=O)Nc1cc(OC)c(Br)c(OC)c1,314.17900000000003,3.3710000000000013,1,3,47.56,4,1,18,0.8669029327818581,0,c1ccccc1
Cc1cnc(C(C)N(C)CCNC(=O)C(c2ccncc2)C(C)C)cn1,Cc1cnc(C(C)N(C)CCNC(=O)C(c2ccncc2)C(C)C)cn1,355.48600000000005,2.7288200000000007,1,5,71.01,8,2,26,0.7882593793099875,0,O=C(Cc1ccncc1)NCCNCc1cnccn1
COc1ccc(CN2CC(NC(=O)c3cc(Oc4cccc(Br)c4)c(O)cc3O)CC2=O)cc1,COc1ccc(CN2CC(NC(=O)c3cc(Oc4cccc(Br)c4)c(O)cc3O)CC2=O)cc1,527.3710000000002,4.1921000000000035,3,6,108.33000000000001,7,4,34,0.42550429386483807,1,O=C(NC1CC(=O)N(Cc2ccccc2)C1)c1cccc(Oc2ccccc2)c1
Cc1cc(F)c2nc(N3CCN(CCC#N)CC3)c(O)nc2c1C(=O)NC1COc2ccccc2C1=O,Cc1cc(F)c2nc(N3CCN(CCC#N)CC3)c(O)nc2c1C(=O)NC1COc2ccccc2C1=O,504.5220000000002,2.1922999999999995,2,9,131.68,5,5,37,0.5366443619420564,1,O=C(NC1COc2ccccc2C1=O)c1cccc2nc(N3CCNCC3)cnc12
COc1cc(NC(=O)C2CCn3c(cnc3C)C2)cc(OC)c1O,COc1cc(NC(=O)C2CCn3c(cnc3C)C2)cc(OC)c1O,331.37200000000007,2.11542,2,5,85.61,4,3,24,0.8382877670061883,0,O=C(Nc1ccccc1)C1CCn2cncc2C1
Cc1cccc(C(=O)N2CCC(O)(c3ccc(Br)cc3)CC2)c1Cl,Cc1cccc(C(=O)N2CCC(O)(c3ccc(Br)cc3)CC2)c1Cl,408.72300000000007,4.534720000000004,1,2,40.540000000000006,2,3,24,0.7926173547437435,0,O=C(c1ccccc1)N1CCC(c2ccccc2)CC1
COc1cc(CNC(=O)N2CCc3c(O)cccc3C2)ccc1OCC(N)=O,COc1cc(CNC(=O)N2CCc3c(O)cccc3C2)ccc1OCC(N)=O,385.4200000000002,1.5328,3,5,114.12,6,3,28,0.6977809018897068,0,O=C(NCc1ccccc1)N1CCc2ccccc2C1
O=Cc1ccccc1OCCCCCCC(=O)N1CCN(CCCN2CCOCC2)CC1,O=Cc1ccccc1OCCCCCCC(=O)N1CCN(CCCN2CCOCC2)CC1,445.6040000000004,2.6949000000000014,0,6,62.32000000000001,13,3,32,0.3436902035570509,0,O=C(CCCCCCOc1ccccc1)N1CCN(CCCN2CCOCC2)CC1
Cc1ccc(CN(C(=O)CCc2cccc(N)c2)C2CCNCC2)cc1,Cc1ccc(CN(C(=O)CCc2cccc(N)c2)C2CCNCC2)cc1,351.49400000000014,3.2906200000000014,2,3,58.36,6,3,26,0.7853307491208615,0,O=C(CCc1ccccc1)N(Cc1ccccc1)C1CCNCC1
CCC1CCN(C(=O)Nc2c(-c3cccc(C#N)c3)noc2C(=O)C(=O)NC2CCC3CCC(C)(C)C3C2)C1,CCC1CCN(C(=O)Nc2c(-c3cccc(C#N)c3)noc2C(=O)C(=O)NC2CCC3CCC(C)(C)C3C2)C1,531.6570000000003,5.380880000000005,2,6,128.33,6,5,39,0.38035140177859683,2,O=C(NC1CCC2CCCC2C1)C(=O)c1onc(-c2ccccc2)c1NC(=O)N1CCCC1
O=C(NCCNC1CCc2ncsc2NC1=O)c1ccc(F)cc1,O=C(NCCNC1CCc2ncsc2NC1=O)c1ccc(F)cc1,348.4030000000001,1.5550999999999993,3,5,83.12,5,3,24,0.7162449034729407,0,O=C(NCCNC1CCc2ncsc2NC1=O)c1ccccc1
CC(Nc1nc2ccccc2o1)c1ccc(C2CC2)cc1,CC(Nc1nc2ccccc2o1)c1ccc(C2CC2)cc1,278.35499999999996,4.878300000000003,1,3,38.06,4,4,21,0.7388892462757234,0,c1ccc2oc(NCc3ccc(C4CC4)cc3)nc2c1
COc1cc(Br)ccc1C(C)NC1CCC2CN(Cc3ccccc3)CC21,COc1cc(Br)ccc1C(C)NC1CCC2CN(Cc3ccccc3)CC21,429.40200000000027,5.018900000000004,1,3,24.5,6,4,27,0.6981796530652309,1,c1ccc(CNC2CCC3CN(Cc4ccccc4)CC32)cc1
CCn1nc2c(cc1=O)CN(C(=O)c1cc(Cl)cc3cccnc13)CC2,CCn1nc2c(cc1=O)CN(C(=O)c1cc(Cl)cc3cccnc13)CC2,368.8240000000001,2.6633000000000013,0,4,68.09,2,4,26,0.6970262134170231,0,O=C(c1cccc2cccnc12)N1CCc2n[nH]c(=O)cc2C1
C#CCN(CC(=O)O)C(=O)c1csc(-c2ccc3c(c2)OCCO3)n1,C#CCN(CC(=O)O)C(=O)c1csc(-c2ccc3c(c2)OCCO3)n1,358.37500000000017,1.7412999999999998,1,6,88.96000000000001,5,3,25,0.8192703498436525,0,c1csc(-c2ccc3c(c2)OCCO3)n1
C=C(C)Cn1c(-c2ccc(F)c(F)c2)nnc1N(C)Cc1cnc(C)s1,C=C(C)Cn1c(-c2ccc(F)c(F)c2)nnc1N(C)Cc1cnc(C)s1,375.4480000000001,4.200720000000003,0,5,46.84,6,3,26,0.6059853622264815,0,c1ccc(-c2nnc(NCc3cncs3)[nH]2)cc1
Cc1cn2cc(Nc3ncccc3Oc3ccc(F)c(Cl)c3)cnc2n1,Cc1cn2cc(Nc3ncccc3Oc3ccc(F)c(Cl)c3)cnc2n1,369.7870000000001,4.761120000000002,1,5,64.34,4,4,26,0.5614626663125223,0,c1ccc(Oc2cccnc2Nc2cnc3nccn3c2)cc1
